                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2423,                 0.7037,                      1,                 1.1762,             0.00023445,             0.00023445,             0.00023445
